Congruency_condition,Target_position,Target_identity,Correct_key,Parallel_signal,blocks_loop.thisRepN,blocks_loop.thisTrialN,blocks_loop.thisN,blocks_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,textPresent_welcome_message.started,keyPress_SPACE_bar.started,textExperiment_start_confirmation.started,textPresent_welcome_message.stopped,keyPress_SPACE_bar.keys,keyPress_SPACE_bar.rt,textBlock_intro.started,keyBlock_start.started,keyBlock_start.keys,keyBlock_start.rt,textJitter_blank_screen.started,textJitter_blank_screen.stopped,textFixation_cross_I.started,textFixation_cross_II.started,textTarget_presentation.started,button_resp.started,button_resp.keys,button_resp.corr,button_resp.rt,textReaction_feedback.started,textISI_blank_screen.started,textFixation_cross_I.stopped,textReaction_feedback.stopped,textISI_blank_screen.stopped,textGoodbye_message.started,keyEnd_experiment.started,textGoodbye_message.stopped,keyEnd_experiment.keys,keyEnd_experiment.corr,keyEnd_experiment.rt,Participant (no.: ###),Session (no.: ###),Gender (m/f/d),Handedness (r/l),Height (cm),Weight (kg),date,expName,psychopyVersion,participant,frameRate,
Right_incongruent,"(-0.4, 0)",X,5,16,0,0,0,0,0,70,70,39,,,,,,,,,,,275.9775651998352,,276.9719206998125,277.1738367998041,277.1738367998041,277.1738367998041,4,0,0.49256100016646087,277.67286079982296,278.0274469999131,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,0,0,0,0,0,71,71,10,,,,,,,,,,,278.2288800999522,279.22804359998554,279.22804359998554,279.4239463999402,279.4239463999402,279.4239463999402,5,1,0.3737122998572886,279.8114412999712,280.1606446998194,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,0,0,0,0,0,72,72,12,,,,,,,,,,,280.35718729998916,281.3608320998028,281.3608320998028,281.55411999998614,281.55411999998614,281.55411999998614,4,1,0.3901249000336975,281.9498693998903,282.3037432997953,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,0,0,0,0,0,73,73,9,,,,,,,,,,,282.50806819996797,283.5138630999718,283.5138630999718,283.708324899897,283.708324899897,283.708324899897,4,1,0.41977749997749925,284.13502629986033,284.48874739999883,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,0,0,0,0,0,74,74,54,,,,,,,,,,,284.6899099999573,,285.67980709997937,285.887285299832,285.887285299832,285.887285299832,5,1,0.8481538998894393,286.74190349993296,287.09636169997975,285.887285299832,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,0,0,0,0,0,75,75,51,,,,,,,,,,,287.2969165998511,288.2974713000003,288.2974713000003,288.50083319982514,288.50083319982514,288.50083319982514,5,1,0.3528679001610726,288.8601158999372,289.2163691997994,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,0,0,0,0,0,76,76,14,,,,,,,,,,,289.41469000000507,290.4163394998759,290.4163394998759,290.6167521998286,290.6167521998286,290.6167521998286,5,1,0.30621870001778007,290.92849619989283,291.2830659998581,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,0,0,0,0,0,77,77,49,,,,,,,,,,,291.485390199814,292.4839971999172,292.4839971999172,292.6851821998134,292.6851821998134,292.6851821998134,4,1,0.4044469001237303,293.09629099979065,293.45190459978767,,293.44526549987495,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,0,0,0,0,0,78,78,67,,,,,,,,,,,293.65191849996336,294.65156539995223,294.65156539995223,294.8520431998186,294.8520431998186,294.8520431998186,4,0,0.3399410001002252,295.1998929998372,295.55375069985166,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,0,0,0,0,0,79,79,4,,,,,,,,,,,295.7556735998951,,296.74214899982326,296.9427934999112,296.9427934999112,296.9427934999112,5,0,0.632303399965167,297.58210559980944,297.93633809988387,296.9427934999112,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,1,0,1,0,0,0,0,46,,,,,,,298.1558498998638,298.1558498998638,space,22.451118000084534,320.626820899779,321.6298396999482,321.6298396999482,321.82274489989504,321.82274489989504,321.82274489989504,5,1,0.3618813999928534,322.2004021999892,322.5465714999009,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,1,0,1,0,0,1,1,7,,,,,,,,,,,322.75557379983366,323.75550269987434,323.75550269987434,323.94819429982454,323.94819429982454,323.94819429982454,4,0,0.30046239984221756,324.2562727998011,324.61253449996,,324.6056097999681,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,1,0,1,0,0,2,2,33,,,,,,,,,,,324.8077646999154,325.8089416997973,325.8089416997973,326.01121039991267,326.01121039991267,326.01121039991267,5,0,0.29941119998693466,326.3171116998419,326.6704341999721,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,1,0,1,0,0,3,3,50,,,,,,,,,,,326.87309509981424,327.8732111998834,327.8732111998834,328.07313139992766,328.07313139992766,328.07313139992766,4,0,0.4123529999051243,328.49723659991287,328.84536369983107,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,1,0,1,0,0,4,4,66,,,,,,,,,,,329.04557610000484,,330.03993189986795,330.2408167999238,330.2408167999238,330.2408167999238,5,1,0.29109110007993877,330.5433394999709,330.89280309993774,330.2408167999238,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,1,0,1,0,0,5,5,38,,,,,,,,,,,331.0952352997847,332.10312059987336,332.10312059987336,332.2950976998545,332.2950976998545,332.2950976998545,5,1,0.3139462999533862,332.6150063998066,332.9691977999173,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,1,0,1,0,0,6,6,19,,,,,,,,,,,333.1716808998026,334.17278269981034,334.17278269981034,334.3667411999777,334.3667411999777,334.3667411999777,4,0,0.33983499999158084,334.7150592999533,335.06784639996476,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,1,0,1,0,0,7,7,26,,,,,,,,,,,335.2684726999141,,336.26053849980235,336.4599260999821,336.4599260999821,336.4599260999821,5,1,0.26316620013676584,336.73030099994503,337.08799989987165,336.4599260999821,337.0800912999548,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,1,0,1,0,0,8,8,62,,,,,,,,,,,337.2815723998938,338.28181799990125,338.28181799990125,338.48428859980777,338.48428859980777,338.48428859980777,5,1,0.26943570002913475,338.76252289977856,339.1158433998935,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,1,0,1,0,0,9,9,51,,,,,,,,,,,339.31712089991197,340.3172739997972,340.3172739997972,340.5116121999454,340.5116121999454,340.5116121999454,4,0,0.3404473999980837,340.8588377998676,341.2131295998115,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,1,0,1,0,0,10,10,8,,,,,,,,,,,341.4157039998099,342.4215286998078,342.4215286998078,342.6158545999788,342.6158545999788,342.6158545999788,5,0,0.5489181999582797,343.17233019997366,343.52575869997963,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,1,0,1,0,0,11,11,24,,,,,,,,,,,343.7271016999148,,344.7189499998931,344.9216818998102,344.9216818998102,344.9216818998102,4,1,0.5263278998900205,345.455638299929,345.8090986998286,344.9216818998102,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,1,0,1,0,0,12,12,27,,,,,,,,,,,346.0098204999231,347.0112175999675,347.0112175999675,347.20494159986265,347.20494159986265,347.20494159986265,5,1,0.6294456999748945,347.84128109994344,348.19483189983293,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,1,0,1,0,0,13,13,73,,,,,,,,,,,348.3922422998585,349.39177589979954,349.39177589979954,349.5932922998909,349.5932922998909,349.5932922998909,4,1,0.521459799958393,350.12393439980224,350.4752980999183,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,1,0,1,0,0,14,14,74,,,,,,,,,,,350.67847929988056,351.6798980999738,351.6798980999738,351.8785716998391,351.8785716998391,351.8785716998391,5,1,0.5488793000113219,352.4350212998688,352.7877206997946,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,1,0,1,0,0,15,15,40,,,,,,,,,,,352.9891262999736,,353.9824660997838,354.18403819995,354.18403819995,354.18403819995,4,1,0.5317236001137644,354.7224041998852,355.0795942998957,,355.0725525999442,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,1,0,1,0,0,16,16,0,,,,,,,,,,,355.27438919991255,,356.267802399816,356.46771569992416,356.46771569992416,356.46771569992416,4,1,0.3543008000124246,356.8290084998589,357.1833390998654,356.46771569992416,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,1,0,1,0,0,17,17,30,,,,,,,,,,,357.38553209998645,358.38614959991537,358.38614959991537,358.5869435998611,358.5869435998611,358.5869435998611,5,1,0.3965604000259191,358.9898304999806,359.34447969985195,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,1,0,1,0,0,18,18,25,,,,,,,,,,,359.5457460999023,360.5525320000015,360.5525320000015,360.746954199858,360.746954199858,360.746954199858,4,1,0.4576993000227958,361.2124406998046,361.5668591998983,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,1,0,1,0,0,19,19,3,,,,,,,,,,,361.7668065999169,362.76919809984975,362.76919809984975,362.96951899980195,362.96951899980195,362.96951899980195,5,1,0.6700937000568956,363.6483727998566,364.00358969997615,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,1,0,1,0,0,20,20,22,,,,,,,,,,,364.1959039999638,,365.1913486998528,365.39215699979104,365.39215699979104,365.39215699979104,4,0,0.3816198999993503,365.79013859992847,366.1348258999642,365.39215699979104,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,1,0,1,0,0,21,21,67,,,,,,,,,,,366.33721469994634,367.3432445998769,367.3432445998769,367.53313959995285,367.53313959995285,367.53313959995285,5,1,0.3595457000192255,367.8994229999371,368.2528705999721,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,1,0,1,0,0,22,22,59,,,,,,,,,,,368.4555189998355,,369.4472597998101,369.6481338997837,369.6481338997837,369.6481338997837,5,1,0.42531699989922345,370.0790071999654,370.43644829979166,369.6481338997837,370.42898749979213,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,1,0,1,0,0,23,23,72,,,,,,,,,,,370.63834389997646,371.6418893998489,371.6418893998489,371.83744159992784,371.83744159992784,371.83744159992784,4,1,0.49445859994739294,372.33987099980004,372.69045069999993,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,1,0,1,0,0,24,24,42,,,,,,,,,,,372.8958387998864,373.89901329996064,373.89901329996064,374.092276699841,374.092276699841,374.092276699841,5,1,0.3280444999691099,374.42712619993836,374.7803162999917,,374.77536559989676,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,1,0,1,0,0,25,25,37,,,,,,,,,,,374.9830429998692,375.98267159983516,375.98267159983516,376.18135789991356,376.18135789991356,376.18135789991356,4,1,0.4354934999719262,376.6268507000059,376.97934879991226,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,1,0,1,0,0,26,26,21,,,,,,,,,,,377.1767464999575,,378.1689469998237,378.3710413000081,378.3710413000081,378.3710413000081,4,1,0.41056019999086857,378.78819089988247,379.14190789987333,378.3710413000081,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,1,0,1,0,0,27,27,55,,,,,,,,,,,379.3433346999809,380.3437245998066,380.3437245998066,380.5450449998025,380.5450449998025,380.5450449998025,5,1,0.38246320001780987,380.9340533998329,381.28772339993156,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,1,0,1,0,0,28,28,77,,,,,,,,,,,381.49156759982,382.4933449998498,382.4933449998498,382.6871069998015,382.6871069998015,382.6871069998015,4,1,0.3406863999553025,383.0377551999409,383.39049829985015,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,1,0,1,0,0,29,29,13,,,,,,,,,,,383.5918845999986,384.5918495999649,384.5918495999649,384.78678289987147,384.78678289987147,384.78678289987147,5,0,0.4580351000186056,385.25181759987026,385.60579249984585,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,1,0,1,0,0,30,30,6,,,,,,,,,,,385.8071316999849,,386.8010168999899,387.0044533999171,387.0044533999171,387.0044533999171,5,1,0.28316639992408454,387.2932056998834,387.6492713999469,387.0044533999171,387.6423196999822,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,1,0,1,0,0,31,31,17,,,,,,,,,,,387.85079189995304,388.8574605998583,388.8574605998583,389.05066849989817,389.05066849989817,389.05066849989817,4,1,0.3821839999873191,389.44212349993177,389.796626499854,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,1,0,1,0,0,32,32,12,,,,,,,,,,,389.99301569978707,390.99657249986194,390.99657249986194,391.19804869988,391.19804869988,391.19804869988,5,0,0.6111452002078295,391.8173262998462,392.1687906999141,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,1,0,1,0,0,33,33,61,,,,,,,,,,,392.3713220998179,393.37531909998506,393.37531909998506,393.5699468997773,393.5699468997773,393.5699468997773,4,1,0.5790172000415623,394.1547490998637,394.510411700001,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,1,0,1,0,0,34,34,31,,,,,,,,,,,394.7158100998495,395.7178394999355,395.7178394999355,395.91186229977757,395.91186229977757,395.91186229977757,5,1,0.5013417999725789,396.41856909985654,396.7732669999823,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,1,0,1,0,0,35,35,70,,,,,,,,,,,396.97394559998065,,397.9641784999985,398.16538879997097,398.16538879997097,398.16538879997097,5,1,0.6068003999534994,398.7789169999305,399.1331308998633,398.16538879997097,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,1,0,1,0,0,36,36,57,,,,,,,,,,,399.3344541999977,400.339947699802,400.339947699802,400.5358471998479,400.5358471998479,400.5358471998479,4,1,0.64727389998734,401.1886532998178,401.5446141997818,,401.5375941998791,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,1,0,1,0,0,37,37,9,,,,,,,,,,,401.7445128997788,402.7533933999948,402.7533933999948,402.94051069999114,402.94051069999114,402.94051069999114,5,0,0.45013449992984533,403.39931569993496,403.752880099928,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,1,0,1,0,0,38,38,53,,,,,,,,,,,403.9544185998384,404.9544130999129,404.9544130999129,405.14683859981596,405.14683859981596,405.14683859981596,5,0,0.3354619999881834,405.4879673998803,405.8431333999615,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,1,0,1,0,0,39,39,23,,,,,,,,,,,406.04404489998706,407.0432068000082,407.0432068000082,407.24743849993683,407.24743849993683,407.24743849993683,4,0,0.21409939997829497,407.4700032998808,407.8221651997883,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,1,0,1,0,0,40,40,65,,,,,,,,,,,408.02316619991325,,409.0131667999085,409.21418609982356,409.21418609982356,409.21418609982356,5,0,0.40199830010533333,409.6235795998946,409.9800718999468,409.21418609982356,409.97316839988343,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,1,0,1,0,0,41,41,34,,,,,,,,,,,410.1743793999776,,411.1675239999313,411.3689058998134,411.3689058998134,411.3689058998134,4,0,0.3673560000024736,411.74641079991125,412.09807259985246,411.3689058998134,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,1,0,1,0,0,42,42,78,,,,,,,,,,,412.29737829999067,,413.2858846997842,413.48848939989693,413.48848939989693,413.48848939989693,5,1,0.4792940001934767,413.9742403998971,414.3288801999297,413.48848939989693,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,1,0,1,0,0,43,43,16,,,,,,,,,,,414.5298191998154,415.5305269998498,415.5305269998498,415.7318694998976,415.7318694998976,415.7318694998976,4,1,0.48476210003718734,416.2249541999772,416.578289499972,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,1,0,1,0,0,44,44,14,,,,,,,,,,,416.7786444998346,,417.7670724999625,417.9678281999659,417.9678281999659,417.9678281999659,5,1,0.5928015999961644,418.5703990999609,418.9263898998033,417.9678281999659,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,1,0,1,0,0,45,45,29,,,,,,,,,,,419.12003249977715,420.1205368998926,420.1205368998926,420.32567809987813,420.32567809987813,420.32567809987813,4,1,0.6330721001140773,420.96984399994835,421.3208539998159,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,1,0,1,0,0,46,46,71,,,,,,,,,,,421.52213649987243,,422.51022549998015,422.7097276998684,422.7097276998684,422.7097276998684,5,1,0.5146101000718772,423.2308059998322,423.58547869999893,422.7097276998684,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,1,0,1,0,0,47,47,15,,,,,,,,,,,423.7868550999556,424.78710039984435,424.78710039984435,424.98766899993643,424.98766899993643,424.98766899993643,5,1,0.5349803999997675,425.5294772000052,425.8834292998072,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,1,0,1,0,0,48,48,69,,,,,,,,,,,426.0845537998248,,427.0786795997992,427.27860099985264,427.27860099985264,427.27860099985264,4,1,0.48025209992192686,427.7729224998038,428.119677899871,427.27860099985264,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,1,0,1,0,0,49,49,45,,,,,,,,,,,428.31998449983075,429.32137909997255,429.32137909997255,429.5228095999919,429.5228095999919,429.5228095999919,5,0,1.0491150000598282,430.5777477999218,430.9314642997924,,430.9263617999386,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,1,0,1,0,0,50,50,76,,,,,,,,,,,431.13356799981557,432.13678459986113,432.13678459986113,432.334599299822,432.334599299822,432.334599299822,5,0,0.8061117997858673,433.1484550999012,433.5013039999176,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,1,0,1,0,0,51,51,68,,,,,,,,,,,433.70262319990434,434.7028949998785,434.7028949998785,434.90366879990324,434.90366879990324,434.90366879990324,4,1,0.4041456999257207,435.3138331999071,435.6667198999785,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,1,0,1,0,0,52,52,75,,,,,,,,,,,435.86966029996984,436.8689105999656,436.8689105999656,437.07139019994065,437.07139019994065,437.07139019994065,4,0,0.3612465998157859,437.44011069997214,437.7937151999213,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
